id,text,mood,scene,style,purpose,theme,relation,length,tone_level,format,content_rating,keywords,tag_version,qc_passed,qc_errors,qc_warnings
371,安慰别人一套一套 安慰自己总想绳子一套,mood_humor,scene_universal,style_minimal|style_colloquial,purpose_cool_pose,,relation_none,length_short,4,,rating_clean,安慰,v1.0,True,,
372,爱一个人是藏不住的 爱几个人就要好好藏着了,mood_humor,scene_universal,style_minimal|style_colloquial,purpose_cool_pose,theme_love,relation_none,length_short,4,,rating_clean,爱,v1.0,True,,
373,姐发的不是朋友圈 而是联系姐的机会,mood_humor,scene_universal,style_minimal|style_colloquial,purpose_interact,,relation_none,length_short,4,,rating_clean,朋友圈,v1.0,True,,
374,成功源于后天努力 这今明两天就休息吧,mood_humor,scene_universal,style_minimal|style_colloquial,purpose_cool_pose,theme_work_life,relation_none,length_short,4,,rating_clean,成功|休息,v1.0,True,,
375,我算是发现了 我的累点很低,mood_humor,scene_universal,style_minimal|style_colloquial,purpose_cool_pose,theme_work_life,relation_none,length_ultra_short,3,,rating_clean,累,v1.0,True,,
376,咱们退一万步来讲陌生人真的不能亲嘴吗,mood_humor,scene_universal,style_minimal|style_colloquial,purpose_cool_pose,theme_love,relation_none,length_short,4,,rating_clean,陌生人|亲嘴,v1.0,True,,
377,封心锁爱了(锁了没完全锁 钥匙在门框上 185可以够到),mood_humor,scene_universal,style_minimal|style_colloquial,purpose_cool_pose,theme_love,relation_none,length_short,4,,rating_clean,封心锁爱,v1.0,True,,
378,早上好 有什么倒忙是本天才可以帮的,mood_humor,scene_universal,style_minimal|style_colloquial,purpose_cool_pose,,relation_none,length_short,4,,rating_clean,早上好,v1.0,True,,
379,不要发6 不然我会读成 love  you,mood_humor,scene_universal,style_minimal|style_colloquial,purpose_cool_pose,theme_love,relation_none,length_short,4,format_has_english,rating_clean,6|love you,v1.0,True,,
380,出14号和我过情人节的门票:早鸟888  预售1088  现场1288  vip2288(1v1纪念款合影+签名+握手券)  让我滚6块(推荐),mood_humor,scene_holiday,style_colloquial|style_symbol_deco,purpose_cool_pose,theme_love,relation_none,length_medium,4,format_has_english,rating_clean,情人节|门票,v1.0,True,,
381,"居然情人节这天谈上了!!!对象好温柔好棒,吃醋的样子傲娇的我想亲死,呜呜呜呜好喜欢想一起过一辈子,呜呜呜终于体验到谈恋爱的感觉了!是个富婆,还邀请我下周去缅甸度蜜月",mood_humor,scene_holiday,style_colloquial,purpose_cool_pose,theme_love,relation_couple,length_long,5,,rating_clean,情人节|对象|富婆|缅甸,v1.0,True,,
382,你们宁愿当狗 也不来跟我表白 这个血海深仇我先记下了,mood_humor,scene_universal,style_colloquial,purpose_cool_pose,theme_love,relation_none,length_short,4,,rating_clean,狗|表白,v1.0,True,,
383,还有几天就情人节了 谁谈 支持前任复合 亲友苟合 暗恋成真  求疼爱 求被爱教程 求被在意教程 求被官宣教程,mood_humor,scene_holiday,style_colloquial,purpose_cool_pose,theme_love,relation_none,length_medium,4,,rating_clean,情人节|前任|暗恋,v1.0,True,,
384,马上情人节了 该吵架吵架 该冷战冷战 该分手分手 不然等到12号13号就有点刻意了 v我99 我帮你演小三 只接异地 不接同城 我怕挨打,mood_humor,scene_holiday,style_colloquial,purpose_cool_pose,theme_love,relation_none,length_medium,4,,rating_clean,情人节|吵架|分手|小三,v1.0,True,,
385,"大家有空把礼物发我一下,情人节马上就要到了,我给大家准备了精美的地址",mood_humor,scene_holiday,style_colloquial,purpose_cool_pose,theme_love,relation_none,length_short,4,,rating_clean,情人节|礼物,v1.0,True,,
386,你朋友圈都是爱止痛 现在你才不幸福 薄荷水 无忧草 幻痛药 六月九日阴 小哑巴然后主页时不时发一些装痛文案 每天比谁都抽象 结果你说情人节有人陪你过了?,mood_humor,scene_holiday,style_colloquial,purpose_cool_pose,theme_love,relation_none,length_medium,4,,rating_mild_slang,情人节|朋友圈|爱止痛,v1.0,True,,
387,"宝宝,你到底分手没?今天就七夕节了什么时候轮到我?真打算和她一辈子?你上次问我做小三的事我想好了我愿意。我们现在算是什么关系呢?是恋爱关系吗?不是我逼问你,是我朋友他们问我我有点不知道怎么回答 我没有别的意思 你不用有压力",mood_humor,scene_holiday,style_colloquial,purpose_cool_pose,theme_love,relation_crush,length_long,4,,rating_clean,七夕|小三|分手,v1.0,True,,
388,"你跟姨说实话,到底是想玩弄一下姨的感情?姨也一把年纪了,背着家里老头子和你在一起,觉得你才是姨的真爱,刚认识的时候你觉得姨有女人味, 姨美,昨晚上让姨帮你洗衣服洗内裤也给你洗了,后面你又想出去玩,姨觉得你还小,没有同意,怎么你一回家就把姨拉黑了?给你打电话你也不接,对姨有什么不满意的你可以跟姨说,不要这样对姨,我也一把年纪了,受不了这样的刺激,乖乖不要对这样好不,回到姨的身边,姨什么都依你,如果你看到了,记得给姨回个信息,姨等你",mood_humor,scene_universal,style_colloquial,purpose_cool_pose,theme_love,relation_crush,length_long,4,,rating_clean,姨|老头子|拉黑,v1.0,True,,
389,"(停车)(低调的按了按劳斯莱斯的喇叭) (车窗降下) (咬着玫瑰花) (凸造型)(正准备开口) (隔壁交警大队说我停车占道) (充耳不闻) (带上墨镜) (播放凤凰传奇)(薄唇微动)你好,结婚",mood_humor,scene_universal,style_colloquial|style_symbol_deco,purpose_cool_pose,theme_love,relation_none,length_long,5,,rating_clean,劳斯莱斯|结婚|凤凰传奇,v1.0,True,,
390,你的四周美女那么多💃🏻💃🏻但是好像只偏偏看中了我🌹🌹恩爱过后就不来找我😣总说你很忙没空来陪我😭😭你的快手里面辣妹很多🥀🥀原来我也是其中一个🥀万分难过问你为什么难道痴情的我不够热火🔥💋伤不起真的伤不起🥀🥀我想你想你想到昏天黑地电话打给你🐠美女又在你怀里我恨你恨你到心如血滴,mood_humor,scene_universal,style_colloquial|style_emoji_heavy,purpose_cool_pose,theme_love,relation_none,length_long,5,format_has_emoji,rating_clean,美女|辣妹|伤不起,v1.0,True,,
391,恋爱我有7不谈,mood_humor,scene_universal,style_minimal|style_colloquial,purpose_cool_pose,theme_love,relation_none,length_ultra_short,3,,rating_clean,恋爱,v1.0,True,,
392,大家好 我是富二代 我想找一位真心朋友 送他一栋房子 我太有钱了身边根本没有一个真心朋友 所以我现在装穷 我现在没钱吃早饭 现在准备借二十吃早饭 谁在我最难的时候帮助我 谁就是我的真心朋友,mood_humor,scene_universal,style_colloquial,purpose_cool_pose,theme_friendship,relation_friend,length_long,4,,rating_clean,富二代|真心朋友|房子,v1.0,True,,
393,"嫂子开门,我是我哥。嫂子,我就是看你和我哥在一块我这里痛,我这里难受。嫂子我和我哥一样的脸,他行为什么我不行,嫂子你不许这么偏心。嫂子,你的酒窝没有酒我却醉的像条狗嫂子,我哥到底哪里比我好?嫂子,昨晚的事别告诉我哥。",mood_humor,scene_universal,style_colloquial,purpose_cool_pose,theme_love,relation_crush,length_long,4,,rating_adult_hint,嫂子|哥,v1.0,True,,
394,"视奸?什么视奸?朕是皇帝,天下大事无一逃过朕的耳目,朕想去哪里就去哪里,你凭什么不敢让朕去你空间巡逻?朕合理怀疑你在空间私养兵士,囤积枪甲,蓄意谋反,图谋皇位。",mood_humor,scene_universal,style_colloquial,purpose_cool_pose,,relation_none,length_medium,4,,rating_clean,视奸|皇帝|空间,v1.0,True,,
395,"在青少年时代的十余年里,我总在寻找一个精神寄托",mood_reflective,scene_universal,style_essay|style_pure_cn,purpose_show_mood,theme_growth|theme_philosophy,relation_solo,length_short,2,,rating_clean,青少年|精神寄托,v1.0,True,,
396,"精神寄托的对象先是家人,住校后变成朋友,友情破裂后转为寻找恋人",mood_reflective,scene_universal,style_essay|style_pure_cn,purpose_show_mood,theme_growth|theme_friendship|theme_love,relation_solo,length_short,2,,rating_clean,家人|朋友|恋人,v1.0,True,,
397,"每次失恋都是我人生中的大事,说是茶不思饭不想都算轻了,虽然表面如常,但我会觉得内心有一个怎么填也填补不了的大洞,即使朋友家人依然支持着我,但我会诡异地感觉世界上只有我孤零零一个人",mood_emo,scene_universal,style_essay|style_pure_cn,purpose_show_mood,theme_love|theme_growth,relation_solo,length_long,2,,rating_clean,失恋|孤独,v1.0,True,,
398,"我一直知道自己有点毛病,直到明明知道有诸多不合适却拖着不舍得分手的时候,我心里不断有个声音冒出来说:你必须好好单身一段时间",mood_reflective,scene_universal,style_essay|style_pure_cn,purpose_show_mood,theme_growth|theme_love,relation_solo,length_medium,2,,rating_clean,分手|单身,v1.0,True,,
399,那时候我也不停在想爱是什么,mood_reflective,scene_universal,style_minimal|style_pure_cn,purpose_show_mood,theme_love|theme_philosophy,relation_none,length_ultra_short,2,,rating_clean,爱,v1.0,True,,
400,"如果爱是想要获得对方的偏爱,陪伴,或者乐于享受对方的肉体和财产,那也太low了,这种交易实在脆弱和短命。当有一天对方不再乐于陪伴,或不再帅,不再有钱,不再愿意生育的时候,关系都会瞬间崩塌",mood_reflective,scene_universal,style_essay|style_pure_cn,purpose_show_mood,theme_love|theme_philosophy,relation_none,length_long,2,format_has_english,rating_clean,爱|偏爱|陪伴|财产,v1.0,True,,
401,"后来我想明白,世界上绝大多数感情只是以爱为名的索取。当自身不够圆满的时候,总会孜孜不倦地寻找猎物来汲取能量,这也太无聊了",mood_reflective,scene_universal,style_essay,purpose_show_mood,theme_philosophy|theme_growth,relation_none,length_medium,3,,rating_clean,感情|索取|能量,v1.0,True,,
402,"说到底,如果抛开对方的可得性和我对对方的投射和需要,很难说我是否真正欣赏从前的恋人。在我抱怨他们不爱我的同时,我其实也不爱他们",mood_reflective,scene_universal,style_essay,purpose_show_mood,theme_philosophy|theme_growth,relation_none,length_medium,3,,rating_clean,恋人|爱|投射,v1.0,True,,
403,"我仍然期待爱,但是不会强求。原来单身是如此珍贵的状态",mood_peaceful,scene_universal,style_minimal,purpose_heal_self,theme_self_love|theme_freedom,relation_solo,length_short,2,,rating_clean,爱|单身,v1.0,True,,
404,逐渐红温了 不是说女追男隔层纱吗,mood_humor,scene_universal,style_colloquial,purpose_complain,theme_love,relation_crush,length_short,4,,rating_clean,女追男|隔层纱,v1.0,True,,
405,我看这隔了个珠穆朗玛峰,mood_humor,scene_universal,style_minimal,purpose_complain,theme_love,relation_crush,length_ultra_short,4,,rating_clean,珠穆朗玛峰,v1.0,True,,
406,发誓再也不当🤡,mood_humor,scene_universal,style_minimal|style_emoji_heavy,purpose_cool_pose,,relation_none,length_ultra_short,4,format_has_emoji,rating_clean,发誓|🤡,v1.0,True,,
407,谁的鼻子掉了我不说,mood_humor,scene_universal,style_minimal,purpose_cool_pose,,relation_none,length_ultra_short,4,,rating_clean,鼻子,v1.0,True,,
408,分享欲犯了 收款码给你们,mood_humor,scene_universal,style_colloquial,purpose_interact,,relation_none,length_ultra_short,4,,rating_clean,分享欲|收款码,v1.0,True,,
409,周一周五吃苦 周六周日大补,mood_humor,scene_work,style_minimal,purpose_complain,theme_work_life,relation_none,length_ultra_short,4,,rating_clean,周一|周五|周六|周日,v1.0,True,,
410,本来对你无感 无不回消息是吧 爱上了,mood_humor,scene_universal,style_colloquial,purpose_subtle_love,theme_love,relation_crush,length_short,4,,rating_clean,回消息,v1.0,True,,
411,"天干物燥 kiss me now
我是你的备胎吗 也行",mood_humor,scene_universal,style_colloquial,purpose_subtle_love,theme_love,relation_crush,length_short,4,format_has_english,rating_adult_hint,kiss|备胎,v1.0,True,,
412,"她们很迷人,我不一样,我像野人",mood_humor,scene_universal,style_minimal,purpose_cool_pose,,relation_none,length_ultra_short,4,,rating_clean,迷人|野人,v1.0,True,,
413,你懂个集贸啊 塔罗 说他在想我,mood_humor,scene_universal,style_colloquial,purpose_subtle_love,theme_love,relation_crush,length_ultra_short,4,,rating_mild_slang,塔罗|占卜,v1.0,True,,
414,这段感情我占卜了八次 你懂个什么啊,mood_humor,scene_universal,style_colloquial,purpose_subtle_love,theme_love,relation_crush,length_short,4,,rating_mild_slang,占卜,v1.0,True,,
415,你的面子我的鞋垫子,mood_humor,scene_universal,style_minimal,purpose_cool_pose,,relation_none,length_ultra_short,4,,rating_clean,面子|鞋垫子,v1.0,True,,
416,到点了 一拳给自己打晕 开睡,mood_humor,scene_night,style_colloquial,purpose_share_life,theme_night_mood,relation_solo,length_ultra_short,4,,rating_clean,睡觉,v1.0,True,,
417,那咋了 pdd说我是最幸运的人,mood_humor,scene_universal,style_colloquial,purpose_cool_pose,,relation_none,length_ultra_short,4,format_has_english,rating_clean,pdd,v1.0,True,,
418,人生建议:没必要,mood_humor,scene_universal,style_minimal,purpose_cool_pose,theme_philosophy,relation_none,length_ultra_short,3,,rating_clean,人生建议,v1.0,True,,
419,你说永远的时候 我不屑一顾 然后偷偷信了,mood_romantic,scene_universal,style_minimal,purpose_show_mood,theme_love,relation_crush,length_short,3,,rating_clean,永远,v1.0,True,,
420,人生的意义就是要独自穿过悲喜,mood_reflective,scene_universal,style_quote,purpose_show_mood,theme_philosophy|theme_growth,relation_solo,length_ultra_short,3,,rating_clean,人生|意义|悲喜,v1.0,True,,
421,如果一定要做牢 那我选麦当劳,mood_humor,scene_food,style_minimal,purpose_cool_pose,theme_foodie,relation_none,length_ultra_short,4,,rating_clean,麦当劳,v1.0,True,,
422,好烦到底要吃多少辣条 才能变成辣妹,mood_humor,scene_universal,style_colloquial,purpose_complain,theme_foodie,relation_none,length_short,4,,rating_clean,辣条|辣妹,v1.0,True,,
423,第一次吻你是我的眼睛,mood_romantic,scene_universal,style_poetic,purpose_subtle_love,theme_love,relation_crush,length_ultra_short,2,,rating_clean,吻|眼睛,v1.0,True,,
424,成功拿下一套房 我的破防,mood_humor,scene_universal,style_minimal,purpose_complain,,relation_none,length_ultra_short,4,,rating_clean,破防,v1.0,True,,
425,破碎感我没有 破产感我倒是有一点,mood_humor,scene_universal,style_minimal,purpose_complain,,relation_none,length_short,4,,rating_clean,破产,v1.0,True,,
426,瞪蹬蹬 本大王闪亮登场,mood_humor,scene_universal,style_colloquial,purpose_cool_pose,,relation_none,length_ultra_short,5,,rating_clean,大王,v1.0,True,,
427,可以加个达不溜差嘛,mood_humor,scene_universal,style_colloquial,purpose_interact,,relation_none,length_ultra_short,4,,rating_clean,达不溜差,v1.0,True,,
428,{朽木未必有我难雕系列爆梗},mood_humor,scene_universal,style_minimal,purpose_cool_pose,,relation_none,length_ultra_short,4,,rating_clean,朽木|难雕,v1.0,True,,
429,"滴水不漏的计划,漏得滴水不剩。",mood_humor,scene_universal,style_minimal,purpose_complain,,relation_none,length_ultra_short,4,,rating_clean,计划,v1.0,True,,
430,"分币不花的预算,花的分币不剩。",mood_humor,scene_universal,style_minimal,purpose_complain,,relation_none,length_ultra_short,4,,rating_clean,预算,v1.0,True,,
431,"天衣无缝的计划,执行的漏洞百出。",mood_humor,scene_universal,style_minimal,purpose_complain,,relation_none,length_short,4,,rating_clean,计划,v1.0,True,,
432,"万无一失的计划,失的一无所有。",mood_humor,scene_universal,style_minimal,purpose_complain,,relation_none,length_ultra_short,4,,rating_clean,计划,v1.0,True,,
433,"一毛不拔的老板,把你拔的一毛不剩。",mood_humor,scene_work,style_minimal,purpose_complain,theme_work_life,relation_none,length_short,4,,rating_clean,老板,v1.0,True,,
434,"完美的计划,美得完不成。",mood_humor,scene_universal,style_minimal,purpose_complain,,relation_none,length_ultra_short,4,,rating_clean,计划,v1.0,True,,
435,一定要出类拔萃吗?不能吃饱就睡吗?,mood_humor,scene_universal,style_minimal,purpose_cool_pose,theme_philosophy,relation_none,length_short,4,,rating_clean,出类拔萃|吃饱就睡,v1.0,True,,
436,一定要吃苦耐劳吗?不可以吃麦当劳吗?,mood_humor,scene_food,style_minimal,purpose_cool_pose,theme_foodie,relation_none,length_short,4,,rating_clean,麦当劳,v1.0,True,,
437,一定要井井有条吗?不可以吃口面条吗?,mood_humor,scene_food,style_minimal,purpose_cool_pose,theme_foodie,relation_none,length_short,4,,rating_clean,面条,v1.0,True,,
438,"了无生机的日子,只剩下了无生趣。",mood_emo,scene_universal,style_minimal,purpose_show_mood,,relation_none,length_short,3,,rating_clean,日子|生趣,v1.0,True,,
439,朽木未必有我难雕。,mood_humor,scene_universal,style_minimal,purpose_cool_pose,,relation_none,length_ultra_short,4,,rating_clean,朽木|难雕,v1.0,True,,
440,烂泥未必有我难扶。,mood_humor,scene_universal,style_minimal,purpose_cool_pose,,relation_none,length_ultra_short,4,,rating_clean,烂泥|难扶,v1.0,True,,
441,咸鱼未必有我难翻身。,mood_humor,scene_universal,style_minimal,purpose_cool_pose,,relation_none,length_ultra_short,4,,rating_clean,咸鱼|翻身,v1.0,True,,
442,"事情没有新的进展,但有新的退展。",mood_humor,scene_universal,style_minimal,purpose_complain,,relation_none,length_short,4,,rating_clean,进展|退展,v1.0,True,,
443,"高山流水遇知音,低山臭水遇雷霆。",mood_humor,scene_universal,style_minimal,purpose_complain,,relation_none,length_short,4,,rating_clean,高山流水|知音|雷霆,v1.0,True,,
444,"虽然我是铁打的,但遇到的都是打铁的。",mood_humor,scene_universal,style_minimal,purpose_complain,,relation_none,length_short,4,,rating_clean,铁打|打铁,v1.0,True,,
445,"退游了,一直没人攻略我,建模也和猪撞了。",mood_humor,scene_universal,style_colloquial,purpose_complain,,relation_none,length_short,4,,rating_clean,退游|建模|猪,v1.0,True,,
446,"你要站在光里,不要光站在那里,也不要光着站在那里,更不要光着站在光里。",mood_humor,scene_universal,style_abstract,purpose_cool_pose,,relation_none,length_short,4,,rating_clean,光,v1.0,True,,
447,"让你睡一下午觉,不是让你睡一下午觉。",mood_humor,scene_universal,style_abstract,purpose_cool_pose,,relation_none,length_short,4,,rating_clean,睡午觉,v1.0,True,,
448,"老谋深算,但全算错了。",mood_humor,scene_universal,style_minimal,purpose_complain,,relation_none,length_ultra_short,4,,rating_clean,老谋深算,v1.0,True,,
449,辛辛苦苦地找了一份辛辛苦苦的工作。,mood_humor,scene_work,style_minimal,purpose_complain,theme_work_life,relation_none,length_short,4,,rating_clean,工作,v1.0,True,,
450,"上班上的想死,居然是为了活着。",mood_humor,scene_work,style_minimal,purpose_complain,theme_work_life,relation_none,length_ultra_short,4,,rating_clean,上班|活着,v1.0,True,,
451,"领导把这个事交给我,说明领导也没把这个事当回事。",mood_humor,scene_work,style_colloquial,purpose_complain,theme_work_life,relation_none,length_short,3,,rating_clean,领导,v1.0,True,,
452,"出淤泥而涂抹全身,拍打至完全吸收。",mood_humor,scene_universal,style_abstract,purpose_cool_pose,,relation_none,length_short,3,,rating_clean,,v1.0,True,,
453,"八竿子打不着的人出现在我的生活中,只为了打我八竿子。",mood_humor,scene_universal,style_abstract,purpose_complain,,relation_none,length_short,3,,rating_clean,,v1.0,True,,
454,"本来想吃两口对付一下,吃了两口以后发现我不好对付。",mood_humor,scene_food,style_colloquial,purpose_complain,theme_foodie,relation_none,length_short,3,,rating_clean,,v1.0,True,,
455,"遇到至暗时刻就得站起来,因为至暗站。",mood_humor,scene_universal,style_abstract,purpose_cool_pose,,relation_none,length_short,3,,rating_clean,,v1.0,True,,
456,"养过牛,喂过猪,爱情路上尽是输,你的一句真心,麻痹了我的神经中枢。",mood_humor,scene_universal,style_colloquial,purpose_complain,theme_love,relation_none,length_short,3,,rating_clean,牛|猪|爱情,v1.0,True,,
457,"那些打不倒我的,一直在打我。",mood_humor,scene_universal,style_abstract,purpose_cool_pose,,relation_none,length_ultra_short,3,,rating_clean,,v1.0,True,,
458,"那些打不死我的,一直在往死里打我。",mood_humor,scene_universal,style_abstract,purpose_cool_pose,,relation_none,length_short,3,,rating_clean,,v1.0,True,,
459,"钱要花在刀刃上,生活处处是刀刃。",mood_humor,scene_universal,style_abstract,purpose_complain,theme_philosophy,relation_none,length_short,3,,rating_clean,钱,v1.0,True,,
460,"已退网,发现根本无人在意,又玩起来了",mood_humor,scene_universal,style_colloquial,purpose_complain,,relation_none,length_short,3,,rating_clean,,v1.0,True,,
461,我被算计了我被人做局了我被阴了我被整了我被背刺了我被套路了我被暗算了我被欺负了我被诅咒了我被陷害了,mood_humor,scene_universal,style_colloquial,purpose_complain,,relation_none,length_medium,4,,rating_clean,,v1.0,True,,
462,开心的时候:嗯嗯  怒了的时候:嗯,mood_humor,scene_universal,style_minimal,purpose_show_mood,,relation_none,length_short,2,,rating_clean,,v1.0,True,,
463,"我又觉得算了,我太爱算了,我叹一口气出来都是算了,我张嘴刚想说又觉得算了,你算了我算了,算了算了都算了",mood_humor,scene_universal,style_colloquial,purpose_complain,,relation_none,length_medium,3,,rating_clean,,v1.0,True,,
464,"我的思想比较极端,但我的窝囊和无能又刚好弥补了这一点",mood_humor,scene_universal,style_abstract,purpose_cool_pose,,relation_none,length_short,3,,rating_clean,,v1.0,True,,
465,"烦恼如雨后春笋一样冒出来,嘿嘿,好好吃啊",mood_humor,scene_nature,style_colloquial,purpose_complain,theme_season_spring,relation_none,length_short,3,,rating_clean,春笋,v1.0,True,,
466,"我小发雷霆,我怒火微烧",mood_humor,scene_universal,style_abstract,purpose_cool_pose,,relation_none,length_ultra_short,3,,rating_clean,,v1.0,True,,
467,"心情不好的时候吃了口蛋糕感觉好甜,便幻想能从里面吃到戒指,没想到真的有东西,不过是颗老鼠药",mood_humor,scene_food,style_colloquial,purpose_complain,theme_foodie,relation_none,length_medium,3,,rating_clean,蛋糕|老鼠药,v1.0,True,,
468,"不敢太幸福,怕后面有更大的事等着报复我",mood_humor,scene_universal,style_colloquial,purpose_complain,,relation_none,length_short,3,,rating_clean,,v1.0,True,,
469,简单个鬼啊朋友们,mood_humor,scene_universal,style_colloquial,purpose_complain,,relation_friend,length_ultra_short,3,,rating_clean,,v1.0,True,,
470,高数期末小小满分一下~,mood_happy,scene_study,style_colloquial,purpose_humble_brag,theme_growth,relation_none,length_ultra_short,3,,rating_clean,高数|期末,v1.0,True,,
471,秘诀就是,mood_humor,scene_universal,style_minimal,purpose_interact,,relation_none,length_ultra_short,2,,rating_clean,,v1.0,True,,
472,一天学18h,mood_humor,scene_study,style_minimal,purpose_show_mood,theme_work_life,relation_none,length_ultra_short,2,,rating_clean,学习,v1.0,True,,
473,一周学七天,mood_humor,scene_study,style_minimal,purpose_show_mood,theme_work_life,relation_none,length_ultra_short,2,,rating_clean,学习,v1.0,True,,
474,一年学两周,mood_humor,scene_study,style_minimal,purpose_show_mood,theme_work_life,relation_none,length_ultra_short,2,,rating_clean,学习,v1.0,True,,
475,🩵祝大家期末高分过!,mood_happy,scene_study,style_emoji_heavy,purpose_interact,theme_growth,relation_none,length_ultra_short,3,format_has_emoji,rating_clean,期末,v1.0,True,,
476,请攻击我最薄弱的地方,mood_humor,scene_universal,style_colloquial,purpose_interact,,relation_none,length_ultra_short,3,,rating_clean,,v1.0,True,,
477,为什么复习不完?我日好问题。,mood_humor,scene_study,style_colloquial,purpose_complain,theme_work_life,relation_none,length_ultra_short,3,,rating_mild_slang,复习,v1.0,True,,
478,我就是一个没有毅力懦弱的男人。,mood_humor,scene_universal,style_colloquial,purpose_complain,,relation_none,length_ultra_short,3,,rating_clean,,v1.0,True,,
479,"我复习不了,行吗?",mood_humor,scene_study,style_colloquial,purpose_complain,theme_work_life,relation_none,length_ultra_short,3,,rating_clean,复习,v1.0,True,,
480,"看书,WC谢谢你们啊,",mood_humor,scene_study,style_colloquial,purpose_complain,theme_work_life,relation_none,length_ultra_short,3,format_has_english,rating_clean,书,v1.0,True,,
481,不然我都不知道怎么复习。,mood_humor,scene_study,style_colloquial,purpose_complain,theme_work_life,relation_none,length_ultra_short,3,,rating_clean,复习,v1.0,True,,
482,原来看书就能复习得完,mood_humor,scene_study,style_colloquial,purpose_complain,theme_work_life,relation_none,length_ultra_short,3,,rating_clean,书|复习,v1.0,True,,
483,"啊,谢谢,谢谢。",mood_humor,scene_study,style_colloquial,purpose_complain,theme_work_life,relation_none,length_ultra_short,3,,rating_clean,,v1.0,True,,
484,"我的心灵仿佛得到了升华,",mood_humor,scene_study,style_colloquial,purpose_complain,theme_work_life,relation_none,length_ultra_short,3,,rating_clean,,v1.0,True,,
485,原来问题可以这么简单。,mood_humor,scene_study,style_colloquial,purpose_complain,theme_work_life,relation_none,length_ultra_short,3,,rating_clean,,v1.0,True,,
486,"大雨浇湿我的衣襟,小雨沁润我的心灵,湿漉漉的,我的全部。",mood_reflective,scene_nature,style_poetic,purpose_show_mood,theme_rainy,relation_solo,length_short,2,,rating_clean,大雨|小雨,v1.0,True,,
487,太爽了!!!以后我还要一个人去ktv,mood_happy,scene_music,style_colloquial,purpose_share_life,theme_freedom,relation_solo,length_short,4,format_has_english,rating_clean,KTV,v1.0,True,,
488,无限畅饮的饮品小食,mood_happy,scene_music,style_minimal,purpose_share_life,theme_foodie,relation_none,length_ultra_short,2,,rating_clean,饮品|小食,v1.0,True,,
489,没人打扰,mood_happy,scene_music,style_minimal,purpose_share_life,,relation_none,length_ultra_short,2,,rating_clean,,v1.0,True,,
490,想怎么学就怎么学 躺着坐着 大喊大叫变成猴子都可以,mood_happy,scene_music,style_colloquial,purpose_share_life,theme_freedom,relation_none,length_short,3,,rating_clean,猴子,v1.0,True,,
491,不用在意别人的想法,mood_happy,scene_music,style_minimal,purpose_share_life,theme_freedom,relation_none,length_ultra_short,2,,rating_clean,,v1.0,True,,
492,学不下去不硬着头皮学 拿起话筒就是唱,mood_happy,scene_music,style_colloquial,purpose_share_life,theme_freedom,relation_none,length_short,3,,rating_clean,话筒,v1.0,True,,
493,亦使现在还不能睡觉也 明天早上八点半还要考试 是谁要考七门 南理工我恨你,mood_emo,scene_study,style_colloquial,purpose_complain,theme_work_life,relation_none,length_short,4,,rating_clean,考试|南理工,v1.0,True,,
494,还是很庆幸今天来了,mood_happy,scene_music,style_minimal,purpose_share_life,,relation_none,length_ultra_short,2,,rating_clean,,v1.0,True,,
495,北京收官场的首场,mood_happy,scene_music,style_minimal,purpose_share_life,,relation_none,length_ultra_short,2,,rating_clean,北京,v1.0,True,,
496,哥俩今天撒了超多的彩带[心心眼R],mood_happy,scene_music,style_emoji_heavy,purpose_share_life,,relation_none,length_short,3,,rating_clean,彩带,v1.0,True,,id=496: 标了 style_emoji_heavy 但文本无明显 emoji
497,"明明是喜剧,结束的时候台上台下的我们都掉小珍珠了都怪你们那些小心思",mood_healing,scene_music,style_colloquial,purpose_share_life,theme_friendship,relation_friend,length_short,3,,rating_clean,喜剧|彩带,v1.0,True,,
498,虽然2026年前我都还不认识你们,mood_reflective,scene_music,style_colloquial,purpose_show_mood,theme_nostalgia,relation_none,length_short,2,,rating_clean,,v1.0,True,,
499,但我一定会陪你们走完剩下的路,mood_healing,scene_music,style_colloquial,purpose_show_mood,theme_friendship,relation_friend,length_ultra_short,3,,rating_clean,,v1.0,True,,
500,我们是永不会解散的喜剧小队,mood_healing,scene_music,style_colloquial,purpose_show_mood,theme_friendship,relation_friend,length_ultra_short,3,,rating_clean,喜剧,v1.0,True,,
501,期末周我会带着今天的幸福攻打你,mood_energetic,scene_study,style_colloquial,purpose_show_mood,theme_growth,relation_none,length_ultra_short,4,,rating_clean,期末周,v1.0,True,,
502,请接受我的挑战,mood_energetic,scene_universal,style_minimal,purpose_cool_pose,,relation_none,length_ultra_short,4,,rating_clean,,v1.0,True,,
503,下次再见!,mood_happy,scene_universal,style_minimal,purpose_share_life,,relation_none,length_ultra_short,3,,rating_clean,,v1.0,True,,
504,"(发的图片应该都能发的吧,不能的话就删了[呃R])",mood_humor,scene_daily,style_colloquial,purpose_complain,,relation_none,length_short,2,,rating_clean,图片,v1.0,True,,
505,"(谁懂啊,xpx看到了奥姐和铁男,这不就是相当于看到了k嘛[嘻嘻R]别管,我就是这样式安慰自己去不了🪺)",mood_humor,scene_music,style_colloquial|style_emoji_heavy,purpose_share_life,theme_happiness,relation_none,length_medium,4,format_has_emoji|format_has_english,rating_clean,xpx|奥姐|铁男|k,v1.0,True,,
