id,batch,text,mood,scene,style,purpose,theme,relation,length,tone_level,format,content_rating,keywords,tag_version,qc_passed,qc_errors,qc_warnings
343,old,莫待花谢空折枝,mood_reflective,scene_nature,style_quote,purpose_heal_self,theme_season_spring|theme_philosophy,relation_none,length_ultra_short,3,,rating_clean,花|枝,v1.0,True,,
344,old,同一片天 为什么好久不见,mood_emo,scene_nature,style_poetic,purpose_show_mood,theme_nostalgia|theme_night_mood,relation_friend,length_ultra_short,3,,rating_clean,天|好久不见,v1.0,True,,
345,old,生活应该是幸福主义,mood_peaceful,scene_universal,style_minimal,purpose_heal_self,theme_happiness|theme_philosophy,relation_none,length_ultra_short,2,,rating_clean,生活|幸福主义,v1.0,True,,
346,old,你的橘子发霉了,mood_humor,scene_universal,style_abstract,purpose_complain,,relation_none,length_ultra_short,3,,rating_clean,橘子|发霉,v1.0,True,,
347,old,想得开 常开心,mood_happy,scene_universal,style_minimal,purpose_heal_self,theme_happiness,relation_none,length_ultra_short,3,,rating_clean,开心,v1.0,True,,
348,old,▪️万事不可永恒,mood_reflective,scene_universal,style_symbol_deco|style_minimal,purpose_show_mood,theme_philosophy,relation_none,length_ultra_short,2,,rating_clean,永恒,v1.0,True,,
349,old,就是越主观越幸福。,mood_energetic,scene_universal,style_colloquial,purpose_heal_self,theme_happiness|theme_philosophy,relation_none,length_ultra_short,3,,rating_clean,主观|幸福,v1.0,True,,
350,old,朴素且快乐,mood_peaceful,scene_universal,style_minimal,purpose_heal_self,theme_happiness,relation_none,length_ultra_short,2,,rating_clean,朴素|快乐,v1.0,True,,
351,old,随时随地分享不新鲜事儿,mood_humor,scene_daily,style_colloquial,purpose_share_life,,relation_none,length_ultra_short,3,,rating_clean,,v1.0,True,,
352,old,以我高考结束为起点,mood_reflective,scene_study,style_minimal,purpose_record,theme_growth,relation_solo,length_ultra_short,2,,rating_clean,高考,v1.0,True,,
353,old,"“不期待,是解决落差感最好的方法”",mood_peaceful,scene_universal,style_quote,purpose_heal_self,theme_philosophy,relation_none,length_short,2,format_has_quotes,rating_clean,期待|落差感,v1.0,True,,
354,old,于是我驻足 享受无法复刻的瞬间,mood_romantic,scene_nature,style_poetic,purpose_show_mood,theme_freedom,relation_solo,length_ultra_short,2,,rating_clean,瞬间,v1.0,True,,
355,old,"“相遇且喜,离别莫悲。”",mood_peaceful,scene_universal,style_quote,purpose_heal_self,theme_philosophy,relation_none,length_ultra_short,2,format_has_quotes,rating_clean,相遇|离别,v1.0,True,,
356,old,人类幼崽出逃日记正式开启!,mood_happy,scene_travel,style_colloquial,purpose_share_life,theme_freedom|theme_travel_wander,relation_solo,length_ultra_short,4,format_photo_dump,rating_clean,出逃,v1.0,True,,
357,old,"这双香槟金豹纹薄底人字拖,我真的会谢 细带简约,显白又耐看,一jio进去就焊死了,根本不想脱~",mood_humor,scene_food,style_colloquial|style_emoji_heavy,purpose_humble_brag,theme_foodie,relation_none,length_medium,4,format_has_english,rating_clean,人字拖|香槟金|豹纹,v1.0,True,,id=357: 标了 style_emoji_heavy 但文本无明显 emoji
358,old,泉州人也有自己的济州岛🌊hhh,mood_happy,scene_travel,style_colloquial|style_emoji_heavy,purpose_share_life,theme_travel_wander,relation_none,length_ultra_short,3,format_has_emoji|format_has_english,rating_clean,泉州|济州岛,v1.0,True,,
359,old,"作为一个表达欲,分享欲,被看见欲旺盛的人真是什么都想讲啊,每天有好多话题想分享。",mood_reflective,scene_daily,style_essay,purpose_show_mood,theme_self_love,relation_solo,length_short,3,,rating_clean,表达欲|分享欲,v1.0,True,,
360,old,福尔摩斯印象管理优秀案例,mood_mysterious,scene_work,style_minimal,purpose_cool_pose,theme_work_life,relation_none,length_ultra_short,3,,rating_clean,福尔摩斯|印象管理,v1.0,True,,
361,old,所以美好重逢的底色一定是 久别,mood_romantic,scene_universal,style_poetic,purpose_show_mood,theme_nostalgia,relation_none,length_ultra_short,2,,rating_clean,重逢|久别,v1.0,True,,
362,old,"但在文字里感觉看到了无数人的生活哲学与思考,特别是微信和微信读书头像的差异",mood_reflective,scene_daily,style_essay,purpose_share_life,theme_philosophy,relation_none,length_short,2,,rating_clean,微信|微信读书|头像,v1.0,True,,
363,old,毕业季也是告别季,mood_emo,scene_study,style_minimal,purpose_show_mood,theme_growth|theme_nostalgia,relation_none,length_ultra_short,2,,rating_clean,毕业|告别,v1.0,True,,
364,old,可爱表情包,mood_happy,scene_daily,style_minimal,purpose_share_life,,relation_none,length_ultra_short,2,,rating_clean,表情包,v1.0,True,,
365,old,我们应该坐在一起发呆 (。・ω・。),mood_peaceful,scene_social,style_emoji_heavy,purpose_show_mood,theme_friendship,relation_friend,length_short,2,,rating_clean,发呆,v1.0,True,,id=365: 标了 style_emoji_heavy 但文本无明显 emoji
366,old,我说 我最近幸福的没话说,mood_happy,scene_daily,style_colloquial,purpose_show_mood,theme_happiness,relation_solo,length_ultra_short,3,,rating_clean,幸福,v1.0,True,,
367,old,祝我们拥有平坦的小径,mood_healing,scene_universal,style_poetic,purpose_heal_self,theme_happiness,relation_none,length_ultra_short,2,,rating_clean,小径,v1.0,True,,
368,old,"幸福の预告片......""",mood_happy,scene_daily,style_symbol_deco,purpose_show_mood,theme_happiness,relation_none,length_ultra_short,3,format_has_quotes,rating_clean,幸福|预告片,v1.0,True,,
369,old,及时行乐是好好生活的真理,mood_energetic,scene_universal,style_quote,purpose_heal_self,theme_philosophy,relation_none,length_ultra_short,3,,rating_clean,及时行乐,v1.0,True,,
370,old,爱逢其时。,mood_romantic,scene_universal,style_minimal,purpose_subtle_love,theme_love,relation_couple,length_ultra_short,2,,rating_clean,爱,v1.0,True,,
371,old,◾️有时候 其实也还算幸福,mood_peaceful,scene_daily,style_symbol_deco,purpose_show_mood,theme_happiness,relation_solo,length_ultra_short,2,,rating_clean,幸福,v1.0,True,,
372,old,单独开一个「幸福」系列💬,mood_happy,scene_daily,style_symbol_deco,purpose_record,theme_happiness,relation_none,length_ultra_short,3,format_has_emoji|format_has_quotes,rating_clean,幸福,v1.0,True,,
373,old,幸福到昏古七,mood_happy,scene_daily,style_colloquial,purpose_show_mood,theme_happiness,relation_none,length_ultra_short,4,,rating_clean,幸福,v1.0,True,,
374,old,“很感激这个你 只喜欢这个我.”,mood_romantic,scene_universal,style_quote,purpose_subtle_love,theme_love,relation_couple,length_short,3,format_has_quotes,rating_clean,感激|喜欢,v1.0,True,,
375,old,贺涵下雨了你能来接我吗,mood_humor,scene_night,style_colloquial,purpose_subtle_love,theme_rainy,relation_crush,length_ultra_short,3,,rating_clean,贺涵|下雨,v1.0,True,,
376,old,专心经营我的呆萌生活 ᄒᄋᄒ,mood_healing,scene_daily,style_emoji_heavy,purpose_share_life,theme_happiness,relation_solo,length_ultra_short,2,,rating_clean,呆萌,v1.0,True,,id=376: 标了 style_emoji_heavy 但文本无明显 emoji
377,old,脑海里闪过的,mood_reflective,scene_universal,style_minimal,purpose_show_mood,,relation_solo,length_ultra_short,1,,rating_clean,,v1.0,True,,
378,old,幸福指数up up.ᐟ.ᐟ•͈ᴗ⁃͈,mood_happy,scene_daily,style_emoji_heavy,purpose_show_mood,theme_happiness,relation_none,length_short,4,format_has_english,rating_clean,幸福,v1.0,True,,id=378: 标了 style_emoji_heavy 但文本无明显 emoji
379,old,"人生,幸福感很重要。以前不以为意,总以为把钱花在这些无用的小事上不如积攒下来,用在所谓的刀刃上,但现在却越来越深有体会,过分的节制或自我价值感缺失,反而会让人失去很多细碎的快乐。",mood_reflective,scene_daily,style_essay,purpose_heal_self,theme_philosophy|theme_self_love,relation_solo,length_long,3,,rating_clean,幸福感|快乐,v1.0,True,,
380,old,“我都懒得解释 我照样享受阳光青草.”,mood_mysterious,scene_nature,style_quote,purpose_cool_pose,theme_freedom,relation_solo,length_short,3,format_has_quotes,rating_mild_slang,阳光|青草,v1.0,True,,
381,old,人有三万个明天￼,mood_reflective,scene_universal,style_minimal,purpose_show_mood,theme_philosophy,relation_none,length_ultra_short,2,,rating_clean,明天,v1.0,True,,
382,old,攒下所有小幸福,mood_healing,scene_daily,style_minimal,purpose_heal_self,theme_happiness,relation_solo,length_ultra_short,2,,rating_clean,小幸福,v1.0,True,,
383,old,失去比拥有更踏实,mood_emo,scene_universal,style_minimal,purpose_show_mood,theme_philosophy,relation_solo,length_ultra_short,2,,rating_clean,失去|拥有,v1.0,True,,
384,old,拼多多不是说我是最幸运的人吗.,mood_humor,scene_daily,style_colloquial,purpose_complain,,relation_none,length_ultra_short,3,,rating_clean,拼多多,v1.0,True,,
385,old,🌃 路灯下的碎碎念,mood_peaceful,scene_night,style_emoji_heavy,purpose_show_mood,theme_night_mood,relation_solo,length_ultra_short,2,format_has_emoji,rating_clean,路灯|碎碎念,v1.0,True,,
386,old,期待 明天我们在哪里,mood_romantic,scene_universal,style_minimal,purpose_show_mood,theme_freedom,relation_couple,length_ultra_short,2,,rating_clean,明天,v1.0,True,,
387,old,几月几日天气晴,mood_peaceful,scene_daily,style_minimal,purpose_record,,relation_none,length_ultra_short,1,,rating_clean,天气,v1.0,True,,
388,old,“幸福不是奢饰品 被爱也是值得炫耀的.”,mood_healing,scene_universal,style_quote,purpose_heal_self,theme_happiness|theme_love,relation_none,length_short,3,format_has_quotes,rating_clean,幸福|被爱,v1.0,True,,
389,old,▫️C'est la vie.,mood_mysterious,scene_universal,style_symbol_deco|style_cn_en_mix,purpose_cool_pose,theme_philosophy,relation_none,length_ultra_short,2,format_has_english,rating_clean,C'est la vie,v1.0,True,,
390,old,我说幸福万万岁,mood_happy,scene_daily,style_colloquial,purpose_show_mood,theme_happiness,relation_none,length_ultra_short,4,,rating_clean,幸福,v1.0,True,,
391,old,永远不要失去发芽的信心,mood_energetic,scene_universal,style_quote,purpose_heal_self,theme_growth,relation_none,length_ultra_short,3,,rating_clean,发芽,v1.0,True,,
392,old,胶片是反方向的钟,mood_reflective,scene_music,style_poetic,purpose_show_mood,theme_nostalgia,relation_none,length_ultra_short,2,,rating_clean,胶片|钟,v1.0,True,,
393,old,◾️被喜欢的事填满生活,mood_healing,scene_daily,style_symbol_deco,purpose_heal_self,theme_happiness,relation_solo,length_ultra_short,2,,rating_clean,生活,v1.0,True,,
394,old,真的不到百分之一,mood_mysterious,scene_universal,style_minimal,purpose_show_mood,,relation_none,length_ultra_short,2,,rating_clean,,v1.0,True,,
395,old,"最近我突然意识到,真正让我幸福,甚至重新长出一点生命力的事情,都有一个共性:",mood_reflective,scene_daily,style_essay,purpose_heal_self,theme_happiness|theme_self_love,relation_solo,length_short,2,,rating_clean,幸福|生命力,v1.0,True,,
396,old,“陪伴胜过千言万语”,mood_healing,scene_universal,style_quote,purpose_heal_self,theme_friendship|theme_love,relation_none,length_ultra_short,2,format_has_quotes,rating_clean,陪伴,v1.0,True,,
397,old,人类是自己幸福的设计者,mood_energetic,scene_universal,style_quote,purpose_heal_self,theme_philosophy,relation_none,length_ultra_short,3,,rating_clean,幸福|设计者,v1.0,True,,
398,old,自媒体碎片🧩,mood_energetic,scene_work,style_emoji_heavy,purpose_share_life,theme_work_life,relation_none,length_ultra_short,3,format_has_emoji|format_photo_dump,rating_clean,自媒体,v1.0,True,,
399,old,"🪻「教育小满,即是圆满。」",mood_healing,scene_study,style_emoji_heavy|style_quote,purpose_record,theme_growth,relation_none,length_ultra_short,2,format_has_emoji|format_has_quotes,rating_clean,教育|小满|圆满,v1.0,True,,
400,old,二遍:谢谢宝宝们的补充!,mood_happy,scene_social,style_colloquial,purpose_interact,,relation_friend,length_ultra_short,3,,rating_clean,补充,v1.0,True,,
401,old,食来运转🧀(〃'▽'〃),mood_happy,scene_food,style_emoji_heavy,purpose_share_life,theme_foodie,relation_none,length_ultra_short,3,format_has_emoji,rating_clean,食物,v1.0,True,,
402,old,夏天热烈而缤纷我也一样,mood_energetic,scene_nature,style_minimal,purpose_show_mood,theme_season_spring,relation_solo,length_ultra_short,3,,rating_clean,夏天,v1.0,True,,
403,old,小聚1下𖠚ᐝ,mood_happy,scene_social,style_emoji_heavy,purpose_share_life,theme_friendship,relation_friend,length_ultra_short,3,,rating_clean,小聚,v1.0,True,,id=403: 标了 style_emoji_heavy 但文本无明显 emoji
404,old,“活着本身就是意义”,mood_reflective,scene_universal,style_quote,purpose_show_mood,theme_philosophy,relation_none,length_ultra_short,3,format_has_quotes,rating_clean,活着|意义,v1.0,True,,
405,old,我祝你永远自由,mood_energetic,scene_universal,style_minimal,purpose_show_mood,theme_freedom,relation_friend,length_ultra_short,3,,rating_clean,自由,v1.0,True,,
406,old,“雨伞旋转时甩出的水珠是未完成的透明情诗”,mood_romantic,scene_nature,style_poetic,purpose_show_mood,theme_rainy,relation_none,length_short,2,format_has_quotes,rating_clean,雨伞|水珠|情诗,v1.0,True,,
407,old,"家的幸福,大抵如此。",mood_healing,scene_home,style_minimal,purpose_share_life,theme_family|theme_happiness,relation_family,length_ultra_short,2,,rating_clean,家|幸福,v1.0,True,,
408,old,"妈妈更是如此 因为是你所以什么都好""",mood_healing,scene_home,style_colloquial,purpose_show_mood,theme_family|theme_love,relation_family,length_short,3,format_has_quotes,rating_clean,妈妈,v1.0,True,,
409,old,迟来的Plog,mood_peaceful,scene_daily,style_minimal,purpose_record,,relation_none,length_ultra_short,2,format_has_english|format_photo_dump,rating_clean,Plog,v1.0,True,,
410,old,“饭菜可口 睡眠安稳 家人平安 消息平常.”,mood_healing,scene_home,style_quote,purpose_show_mood,theme_family|theme_happiness,relation_family,length_short,2,format_has_quotes,rating_clean,饭菜|睡眠|家人,v1.0,True,,
411,old,博尔赫斯的又一次共振:,mood_literary,scene_music,style_quote,purpose_show_mood,theme_philosophy,relation_none,length_ultra_short,2,,rating_clean,博尔赫斯,v1.0,True,,
412,old,“感觉要有好事要发生.”,mood_happy,scene_universal,style_quote,purpose_show_mood,theme_happiness,relation_none,length_ultra_short,3,format_has_quotes,rating_clean,好事,v1.0,True,,
413,old,今日体验闲人生活,mood_peaceful,scene_daily,style_minimal,purpose_share_life,,relation_solo,length_ultra_short,2,,rating_clean,闲人,v1.0,True,,
414,old,我有让万物穿过我的勇气,mood_energetic,scene_universal,style_minimal,purpose_show_mood,theme_self_love|theme_growth,relation_solo,length_ultra_short,3,,rating_clean,勇气,v1.0,True,,
415,old,相信 要相信 幸福它终将会越靠越近,mood_energetic,scene_universal,style_colloquial,purpose_heal_self,theme_happiness,relation_none,length_short,3,,rating_mild_slang,幸福,v1.0,True,,
416,old,▪️Hi· ฅ⸝ဗီူ⸜⸝ဗီူ⸜ ᰔᩚ,mood_happy,scene_universal,style_symbol_deco,purpose_share_life,,relation_none,length_short,2,format_has_english,rating_clean,,v1.0,True,,
417,old,陪伴是最长情的告白,mood_romantic,scene_universal,style_quote,purpose_show_mood,theme_love,relation_couple,length_ultra_short,3,,rating_clean,陪伴|告白,v1.0,True,,
418,old,“幸福就像是隐藏在电影的彩蛋.”,mood_healing,scene_universal,style_quote,purpose_show_mood,theme_happiness,relation_none,length_short,2,format_has_quotes,rating_clean,幸福|电影|彩蛋,v1.0,True,,
419,old,若上天赐我敏感的天性,mood_reflective,scene_universal,style_minimal,purpose_show_mood,theme_philosophy,relation_none,length_ultra_short,2,,rating_clean,敏感|天性,v1.0,True,,
420,old,闲的时候看看,mood_peaceful,scene_daily,style_minimal,purpose_share_life,,relation_none,length_ultra_short,1,,rating_clean,闲,v1.0,True,,
421,old,希望我平静且幸福,mood_peaceful,scene_universal,style_minimal,purpose_heal_self,theme_happiness,relation_solo,length_ultra_short,2,,rating_clean,平静|幸福,v1.0,True,,
422,old,冬日如约而至 幸福和幸运也是,mood_healing,scene_nature,style_minimal,purpose_show_mood,theme_season_autumn_winter|theme_happiness,relation_none,length_ultra_short,2,,rating_clean,冬日|幸福|幸运,v1.0,True,,
423,old,“选个晴天”,mood_peaceful,scene_nature,style_quote,purpose_show_mood,theme_sunny,relation_none,length_ultra_short,2,format_has_quotes,rating_clean,晴天,v1.0,True,,
424,old,“秋天更适合见面”,mood_romantic,scene_nature,style_quote,purpose_show_mood,theme_season_autumn_winter,relation_couple,length_ultra_short,2,format_has_quotes,rating_clean,秋天|见面,v1.0,True,,
425,old,咦...?o_O咪的身上 怎么有一股萌萌味?!,mood_humor,scene_pet,style_colloquial,purpose_share_life,theme_pet,relation_none,length_short,3,,rating_clean,猫|萌萌,v1.0,True,,
426,old,礼物没有你的偏爱贵,mood_romantic,scene_universal,style_minimal,purpose_subtle_love,theme_love,relation_crush,length_ultra_short,3,,rating_clean,礼物|偏爱,v1.0,True,,
427,old,自己喜欢的日子就是好的日子,mood_healing,scene_universal,style_minimal,purpose_heal_self,theme_happiness,relation_solo,length_ultra_short,2,,rating_clean,日子,v1.0,True,,
428,old,“小小的天空里 不该有乌云”,mood_healing,scene_universal,style_quote,purpose_show_mood,theme_happiness,relation_none,length_ultra_short,2,format_has_quotes,rating_clean,天空|乌云,v1.0,True,,
429,old,不可思议的十四亿分之一,mood_romantic,scene_universal,style_minimal,purpose_subtle_love,theme_love,relation_couple,length_ultra_short,3,,rating_clean,十四亿分之一,v1.0,True,,
430,old,“闷声发照片.”,mood_peaceful,scene_daily,style_quote,purpose_share_life,,relation_none,length_ultra_short,2,format_has_quotes,rating_clean,照片,v1.0,True,,
431,old,"The ancient lane winds its way along, While you and I stay evergreen,lifelong.",mood_romantic,scene_travel,style_cn_en_mix,purpose_show_mood,theme_love,relation_couple,length_medium,3,format_has_english,rating_clean,古巷|永远,v1.0,True,,
432,old,"我很喜欢的一句歌词是:“与你说些无聊事,挽手几千里。”我们摆脱对信息的依赖,关上手机老派地享受散步这个过程,对彼此说上一世纪的话,无聊的琐事也好,现实理想或文艺书影也好,就这样一边倾谈一边走到那天将明的时候。",mood_romantic,scene_social,style_essay,purpose_share_life,theme_friendship|theme_love,relation_friend,length_long,3,format_has_quotes,rating_clean,歌词|散步|聊天,v1.0,True,,
433,old,最近一直在思考和实践这句话,mood_reflective,scene_universal,style_minimal,purpose_show_mood,theme_growth,relation_none,length_ultra_short,2,,rating_clean,思考|实践,v1.0,True,,
434,old,小猫困困的我也是,mood_healing,scene_pet,style_minimal,purpose_share_life,theme_pet,relation_none,length_ultra_short,2,,rating_clean,小猫|困,v1.0,True,,
435,old,会幸福的在明天的明天里的,mood_healing,scene_universal,style_minimal,purpose_heal_self,theme_happiness,relation_none,length_ultra_short,2,,rating_clean,幸福|明天,v1.0,True,,
436,old,请坚定地选择自己,mood_energetic,scene_universal,style_minimal,purpose_heal_self,theme_self_love,relation_solo,length_ultra_short,3,,rating_clean,选择|自己,v1.0,True,,
437,old,谢谢你 被你喜欢和喜欢你都好幸福,mood_happy,scene_universal,style_colloquial,purpose_show_mood,theme_love,relation_couple,length_short,3,,rating_adult_hint,喜欢|幸福,v1.0,True,,
438,old,"别紧张,",mood_healing,scene_universal,style_minimal,purpose_heal_self,,relation_none,length_ultra_short,2,,rating_clean,紧张,v1.0,True,,
439,old,幸福秘诀 吃饱 然后躺下,mood_humor,scene_home,style_minimal,purpose_share_life,theme_happiness,relation_none,length_ultra_short,3,,rating_clean,幸福|吃饱|躺下,v1.0,True,,
440,old,幸福迢迢如流水,mood_peaceful,scene_universal,style_poetic,purpose_show_mood,theme_happiness,relation_none,length_ultra_short,2,,rating_clean,幸福|流水,v1.0,True,,
441,old,“请坚定地选择自己”,mood_energetic,scene_universal,style_quote,purpose_heal_self,theme_self_love,relation_solo,length_ultra_short,3,format_has_quotes,rating_clean,选择|自己,v1.0,True,,
442,old,"“开心点,我们都不缺从头再来的勇气对吗”",mood_energetic,scene_universal,style_quote,purpose_heal_self,theme_growth,relation_none,length_short,3,format_has_quotes,rating_clean,开心|勇气,v1.0,True,,
443,old,“生命不混灭于泛泛.”,mood_reflective,scene_universal,style_quote,purpose_show_mood,theme_philosophy,relation_none,length_ultra_short,3,format_has_quotes,rating_clean,生命,v1.0,True,,
444,old,一字开头的最后一年 请继续赐予我独自前行的勇气,mood_reflective,scene_universal,style_essay,purpose_record,theme_growth,relation_solo,length_short,3,,rating_clean,最后一年|勇气,v1.0,True,,
445,old,脆脆的蛋挞 遇到了耐心的蛋糕师,mood_healing,scene_food,style_poetic,purpose_share_life,theme_foodie,relation_none,length_ultra_short,2,,rating_clean,蛋挞|蛋糕师,v1.0,True,,
446,old,诶...你身上有股...萌萌味՞˶・𖥦・˶՞,mood_humor,scene_pet,style_colloquial,purpose_share_life,theme_pet,relation_none,length_short,3,,rating_clean,萌萌,v1.0,True,,
447,old,life is...(^_^) like that!,mood_humor,scene_universal,style_cn_en_mix,purpose_show_mood,theme_philosophy,relation_none,length_short,3,format_has_english,rating_clean,life,v1.0,True,,
449,old,sleep sleep🧉🪟,mood_peaceful,scene_night,style_emoji_heavy,purpose_share_life,theme_night_mood,relation_solo,length_ultra_short,1,format_has_emoji|format_has_english,rating_clean,sleep,v1.0,True,,
450,old,边边角角都是我喜欢的镜头,mood_healing,scene_daily,style_minimal,purpose_share_life,,relation_none,length_ultra_short,2,,rating_clean,镜头,v1.0,True,,
451,old,牵手和分手来自同一双手,mood_reflective,scene_universal,style_quote,purpose_show_mood,theme_love|theme_nostalgia,relation_couple,length_ultra_short,3,,rating_clean,牵手|分手,v1.0,True,,
452,old,流动的时间是礼物,mood_peaceful,scene_universal,style_poetic,purpose_heal_self,theme_philosophy,relation_none,length_ultra_short,2,,rating_clean,时间|礼物,v1.0,True,,
453,old,苹果的第十万六千个故事,mood_mysterious,scene_universal,style_abstract,purpose_cool_pose,,relation_none,length_ultra_short,3,,rating_clean,苹果,v1.0,True,,
454,old,镜头里的每个故事,mood_literary,scene_universal,style_minimal,purpose_share_life,,relation_none,length_ultra_short,2,,rating_clean,镜头|故事,v1.0,True,,
455,old,奇奇怪怪也无妨。,mood_humor,scene_universal,style_minimal,purpose_cool_pose,theme_freedom,relation_solo,length_ultra_short,3,,rating_clean,,v1.0,True,,
456,old,“身处泥泞遥 看满山花开”,mood_healing,scene_nature,style_quote,purpose_heal_self,theme_happiness|theme_season_spring,relation_none,length_ultra_short,2,format_has_quotes,rating_clean,泥泞|花开,v1.0,True,,
457,old,柔光,mood_peaceful,scene_universal,style_minimal,purpose_show_mood,,relation_none,length_ultra_short,1,,rating_clean,,v1.0,True,,
458,old,•心明 万里皆是春,mood_healing,scene_universal,style_symbol_deco,purpose_heal_self,theme_season_spring,relation_none,length_ultra_short,2,,rating_clean,春,v1.0,True,,
459,old,피곤하면 나를 찾아라 💬 (如果累了就来找我),mood_healing,scene_universal,style_cn_en_mix|style_emoji_heavy,purpose_subtle_love,theme_love,relation_crush,length_short,3,format_has_emoji,rating_clean,累,v1.0,True,,id=459: 标了 style_cn_en_mix 但文本无英文
460,old,降雨的一天,mood_peaceful,scene_nature,style_minimal,purpose_share_life,theme_rainy,relation_none,length_ultra_short,2,,rating_clean,降雨,v1.0,True,,
461,old,只希望,mood_reflective,scene_universal,style_minimal,purpose_show_mood,,relation_none,length_ultra_short,2,,rating_clean,,v1.0,True,,
462,old,照片替我说话,mood_literary,scene_universal,style_minimal,purpose_share_life,,relation_none,length_ultra_short,2,,rating_clean,照片,v1.0,True,,
463,old,Hot~天气很哇晒.,mood_humor,scene_nature,style_colloquial|style_emoji_heavy,purpose_share_life,theme_sunny,relation_none,length_ultra_short,4,format_has_english,rating_clean,天气|热,v1.0,True,,id=463: 标了 style_emoji_heavy 但文本无明显 emoji
464,old,“冒个泡”,mood_humor,scene_universal,style_quote|style_colloquial,purpose_interact,,relation_none,length_ultra_short,3,format_has_quotes,rating_clean,,v1.0,True,,
465,old,"""要等春风得意,等时间嘉许。""",mood_energetic,scene_universal,style_quote,purpose_heal_self,theme_growth|theme_season_spring,relation_none,length_ultra_short,3,format_has_quotes,rating_clean,春风|时间,v1.0,True,,
466,old,":下班的时候,太阳还没落山",mood_peaceful,scene_work,style_minimal,purpose_share_life,theme_sunny,relation_none,length_ultra_short,2,,rating_clean,下班|太阳,v1.0,True,,
467,old,好事永远不会消失,mood_healing,scene_universal,style_minimal,purpose_heal_self,theme_happiness,relation_none,length_ultra_short,2,,rating_clean,好事,v1.0,True,,
468,old,日子渺小重复 却很幸福,mood_happy,scene_daily,style_poetic,purpose_share_life,theme_happiness,relation_none,length_ultra_short,3,,rating_clean,日子|幸福,v1.0,True,,
469,old,我呢 永远明媚,mood_energetic,scene_universal,style_minimal,purpose_cool_pose,theme_self_love,relation_solo,length_ultra_short,4,,rating_clean,,v1.0,True,,
470,old,去看海绕世界流浪,mood_romantic,scene_travel,style_poetic,purpose_share_life,theme_travel_wander|theme_freedom,relation_none,length_ultra_short,3,,rating_clean,海|流浪,v1.0,True,,
471,old,But I have promises to keep,mood_mysterious,scene_universal,style_cn_en_mix|style_quote,purpose_cool_pose,theme_philosophy,relation_none,length_short,3,format_has_english,rating_clean,promises,v1.0,True,,
472,old,幸福岛岛民( ˃ ᴗ ˂ )✰.ᐟ.ᐟ,mood_happy,scene_universal,style_emoji_heavy|style_symbol_deco,purpose_share_life,theme_happiness,relation_none,length_short,4,format_has_emoji,rating_clean,幸福岛,v1.0,True,,
473,old,每张live都是鲜活的瞬间...::>_<::,mood_happy,scene_universal,style_emoji_heavy,purpose_share_life,,relation_none,length_short,3,format_has_english,rating_clean,live,v1.0,True,,id=473: 标了 style_emoji_heavy 但文本无明显 emoji
474,old,人生不止一个方向,mood_energetic,scene_universal,style_minimal,purpose_heal_self,theme_growth|theme_philosophy,relation_none,length_ultra_short,3,,rating_clean,人生|方向,v1.0,True,,
475,old,这款松典DC325随手携带超级方便,mood_happy,scene_daily,style_colloquial,purpose_share_life,,relation_none,length_short,3,format_has_english,rating_clean,松典DC325,v1.0,True,,
476,old,▪️You said the world,mood_mysterious,scene_universal,style_symbol_deco|style_cn_en_mix,purpose_cool_pose,,relation_none,length_short,3,format_has_english,rating_clean,world,v1.0,True,,
477,old,你屁股上一定有个紫色的章 赶紧确认一下吧,mood_humor,scene_universal,style_colloquial,purpose_interact,,relation_none,length_short,5,,rating_clean,屁股|紫色|章,v1.0,True,,
478,old,如果明媚是种天赋🌸,mood_healing,scene_universal,style_emoji_heavy,purpose_show_mood,theme_self_love,relation_none,length_ultra_short,2,format_has_emoji,rating_clean,明媚,v1.0,True,,
479,old,"40度的夏天告诉我,这个世界热爱我。",mood_humor,scene_nature,style_colloquial,purpose_share_life,theme_season_spring,relation_none,length_short,4,,rating_clean,40度|夏天|世界,v1.0,True,,
480,old,风吹回那天,mood_reflective,scene_nature,style_poetic,purpose_show_mood,theme_nostalgia,relation_none,length_ultra_short,2,,rating_clean,风,v1.0,True,,
481,old,"空气就像青苹果,而我 格外香甜",mood_humor,scene_universal,style_colloquial,purpose_cool_pose,theme_self_love,relation_solo,length_ultra_short,4,,rating_clean,空气|青苹果,v1.0,True,,
482,old,幸福ᥫᩣ +1oo,mood_happy,scene_universal,style_symbol_deco,purpose_share_life,theme_happiness,relation_none,length_ultra_short,3,format_has_english,rating_clean,幸福,v1.0,True,,
483,old,能不能不做 能不能晚点做 能不能让别人做,mood_humor,scene_work,style_colloquial,purpose_complain,theme_work_life,relation_none,length_short,4,,rating_clean,做,v1.0,True,,
484,old,你能活三万多天 让我玩两天怎么了,mood_humor,scene_universal,style_colloquial,purpose_complain,theme_freedom,relation_none,length_short,5,,rating_clean,活|玩,v1.0,True,,
485,old,“等我们心脏共鸣 等我的隐喻被你读懂.”,mood_romantic,scene_universal,style_quote|style_poetic,purpose_subtle_love,theme_love,relation_crush,length_short,3,format_has_quotes,rating_clean,心脏|隐喻,v1.0,True,,
486,old,想念变成空气在叹息,mood_emo,scene_universal,style_poetic,purpose_show_mood,theme_love|theme_night_mood,relation_crush,length_ultra_short,3,,rating_clean,想念|空气|叹息,v1.0,True,,
